Cpd,Mass,Avg Mass,RT,Vol,Quality Score,m/z,Show/Hide,Label,Std Dev,Base Peak,Polarity,Max Z,Min Z,Start,End,Height,Width,Vol %,Ions,Z Count,Saturated,Group,Cpds/Group,File,Algorithm
969,12834.8414,12836.252,9.536,11038,98.7,2138.133,TRUE,Cpd 969: 9.536,,2138.302,Negative,-6,-6,9.462,9.578,1057,0.06,0,4,1,,297,9,NZ_180830_s27.d,Find by Molecular Feature
975,12832.8512,12836.3074,9.538,30011,80,2565.563,TRUE,Cpd 975: 9.538,,2566.1648,Negative,-5,-5,9.487,9.595,1076,0.066,0,8,1,,298,24,NZ_180830_s27.d,Find by Molecular Feature
973,12810.8549,12814.2598,9.538,77659,80,2561.1625,TRUE,Cpd 973: 9.538,0.0334,2561.9657,Negative,-5,-8,9.478,9.678,1325,0.073,0.01,23,3,,298,24,NZ_180830_s27.d,Find by Molecular Feature
976,12753.7252,12756.4562,9.539,16260,80,2549.7378,TRUE,Cpd 976: 9.539,,2550.3376,Negative,-5,-5,9.487,9.595,971,0.068,0,6,1,,298,24,NZ_180830_s27.d,Find by Molecular Feature
987,12731.7307,12735.3129,9.54,58803,80.7,2545.3363,TRUE,Cpd 987: 9.540,0.0585,2546.1412,Negative,-5,-9,9.487,9.603,1899,0.062,0.01,17,2,,298,24,NZ_180830_s27.d,Find by Molecular Feature
974,12708.7318,12712.8975,9.538,89952,80,1411.074,TRUE,Cpd 974: 9.538,0.0002,1411.6323,Negative,-7,-9,9.478,9.603,2951,0.057,0.01,16,2,,298,24,NZ_180830_s27.d,Find by Molecular Feature
1128,11815.4439,11819.7803,11.531,203170,80,786.6887,TRUE,Cpd 1128: 11.531,0.0091,786.9613,Negative,-14,-15,11.435,11.652,3606,0.1,0.03,20,2,,334,7,NZ_180830_s27.d,Find by Molecular Feature
1137,11532.4507,11536.6686,11.544,90816,80,767.8228,TRUE,Cpd 1137: 11.544,,768.0906,Negative,-15,-15,11.427,11.668,3159,0.101,0.01,10,1,,335,4,NZ_180830_s27.d,Find by Molecular Feature
1147,11508.3448,11515.0087,11.55,433117,80,766.2157,TRUE,Cpd 1147: 11.550,,766.558,Negative,-15,-15,11.427,11.685,9423,0.109,0.06,15,1,,336,13,NZ_180830_s27.d,Find by Molecular Feature
1155,7417.0891,7418.964,11.609,35872,87.3,673.2736,TRUE,Cpd 1155: 11.609,,673.3643,Negative,-11,-11,11.51,11.718,2588,0.088,0.01,5,1,,339,1,NZ_180830_s27.d,Find by Molecular Feature
